,unix,timestamps,binance,kucoin,ftx,max,min,mean,median
1026,1663175160000,2022-09-14 17:06:00,1586.06,1586.44,1586.3,1586.44,1586.06,1586.2666666666667,1586.3
1027,1663175220000,2022-09-14 17:07:00,1587.01,1587.24,1587.1,1587.24,1587.01,1587.1166666666668,1587.1
1028,1663175280000,2022-09-14 17:08:00,1588.88,1589.15,1589.0,1589.15,1588.88,1589.0100000000002,1589.0
1029,1663175340000,2022-09-14 17:09:00,1588.95,1589.21,1588.8,1589.21,1588.8,1588.9866666666667,1588.95
1030,1663175400000,2022-09-14 17:10:00,1589.61,1590.08,1589.8,1590.08,1589.61,1589.83,1589.8
1031,1663175460000,2022-09-14 17:11:00,1588.32,1588.62,1588.4,1588.62,1588.32,1588.4466666666667,1588.4
1032,1663175520000,2022-09-14 17:12:00,1587.75,1588.46,1588.0,1588.46,1587.75,1588.07,1588.0
1033,1663175580000,2022-09-14 17:13:00,1588.63,1589.22,1588.8,1589.22,1588.63,1588.8833333333334,1588.8
1034,1663175640000,2022-09-14 17:14:00,1589.34,1589.61,1589.4,1589.61,1589.34,1589.45,1589.4
1035,1663175700000,2022-09-14 17:15:00,1591.01,1591.38,1590.9,1591.38,1590.9,1591.096666666667,1591.01
1036,1663175760000,2022-09-14 17:16:00,1593.71,1593.9,1593.6,1593.9,1593.6,1593.7366666666667,1593.71
1037,1663175820000,2022-09-14 17:17:00,1595.59,1595.6,1595.4,1595.6,1595.4,1595.53,1595.59
1038,1663175880000,2022-09-14 17:18:00,1593.89,1594.37,1593.9,1594.37,1593.89,1594.0533333333333,1593.9
1039,1663175940000,2022-09-14 17:19:00,1594.61,1595.22,1594.4,1595.22,1594.4,1594.743333333333,1594.61
1040,1663176000000,2022-09-14 17:20:00,1595.46,1595.95,1595.4,1595.95,1595.4,1595.6033333333332,1595.46
1041,1663176060000,2022-09-14 17:21:00,1596.52,1596.98,1596.5,1596.98,1596.5,1596.6666666666667,1596.52
1042,1663176120000,2022-09-14 17:22:00,1599.31,1599.54,1599.0,1599.54,1599.0,1599.2833333333335,1599.31
1043,1663176180000,2022-09-14 17:23:00,1599.05,1599.23,1598.6,1599.23,1598.6,1598.9599999999998,1599.05
1044,1663176240000,2022-09-14 17:24:00,1599.21,1599.63,1599.0,1599.63,1599.0,1599.28,1599.21
1045,1663176300000,2022-09-14 17:25:00,1598.76,1598.98,1598.3,1598.98,1598.3,1598.68,1598.76
1046,1663176360000,2022-09-14 17:26:00,1598.83,1599.22,1598.6,1599.22,1598.6,1598.8833333333332,1598.83
1047,1663176420000,2022-09-14 17:27:00,1601.96,1602.78,1601.9,1602.78,1601.9,1602.2133333333331,1601.96
1048,1663176480000,2022-09-14 17:28:00,1601.03,1601.4,1601.1,1601.4,1601.03,1601.176666666667,1601.1
1049,1663176540000,2022-09-14 17:29:00,1600.54,1601.05,1600.9,1601.05,1600.54,1600.83,1600.9
1050,1663176600000,2022-09-14 17:30:00,1600.0,1600.1,1600.2,1600.2,1600.0,1600.1000000000001,1600.1
1051,1663176660000,2022-09-14 17:31:00,1599.2,1599.71,1599.4,1599.71,1599.2,1599.4366666666665,1599.4
1052,1663176720000,2022-09-14 17:32:00,1598.02,1598.56,1598.0,1598.56,1598.0,1598.1933333333334,1598.02
1053,1663176780000,2022-09-14 17:33:00,1594.21,1594.82,1594.3,1594.82,1594.21,1594.4433333333334,1594.3
1054,1663176840000,2022-09-14 17:34:00,1595.83,1595.98,1595.8,1595.98,1595.8,1595.87,1595.83
1055,1663176900000,2022-09-14 17:35:00,1596.0,1596.0,1596.1,1596.1,1596.0,1596.0333333333335,1596.0
1056,1663176960000,2022-09-14 17:36:00,1595.73,1595.89,1595.8,1595.89,1595.73,1595.8066666666666,1595.8
1057,1663177020000,2022-09-14 17:37:00,1596.41,1596.35,1596.5,1596.5,1596.35,1596.42,1596.41
1058,1663177080000,2022-09-14 17:38:00,1598.44,1598.34,1598.4,1598.44,1598.34,1598.3933333333334,1598.4
1059,1663177140000,2022-09-14 17:39:00,1597.16,1597.48,1597.4,1597.48,1597.16,1597.346666666667,1597.4
1060,1663177200000,2022-09-14 17:40:00,1597.79,1598.03,1597.7,1598.03,1597.7,1597.84,1597.79
1061,1663177260000,2022-09-14 17:41:00,1596.36,1596.63,1596.6,1596.63,1596.36,1596.53,1596.6
1062,1663177320000,2022-09-14 17:42:00,1595.81,1595.87,1595.9,1595.9,1595.81,1595.86,1595.87
1063,1663177380000,2022-09-14 17:43:00,1596.33,1596.5,1596.7,1596.7,1596.33,1596.51,1596.5
1064,1663177440000,2022-09-14 17:44:00,1595.62,1595.7,1596.0,1596.0,1595.62,1595.7733333333333,1595.7
1065,1663177500000,2022-09-14 17:45:00,1592.92,1593.25,1592.9,1593.25,1592.9,1593.0233333333333,1592.92
1066,1663177560000,2022-09-14 17:46:00,1591.98,1591.96,1591.8,1591.98,1591.8,1591.9133333333332,1591.96
1067,1663177620000,2022-09-14 17:47:00,1592.12,1591.93,1592.2,1592.2,1591.93,1592.0833333333333,1592.12
1068,1663177680000,2022-09-14 17:48:00,1590.67,1590.33,1590.5,1590.67,1590.33,1590.5,1590.5
1069,1663177740000,2022-09-14 17:49:00,1592.73,1592.42,1592.7,1592.73,1592.42,1592.6166666666668,1592.7
1070,1663177800000,2022-09-14 17:50:00,1596.29,1595.94,1596.2,1596.29,1595.94,1596.1433333333334,1596.2
1071,1663177860000,2022-09-14 17:51:00,1595.0,1594.48,1594.8,1595.0,1594.48,1594.76,1594.8
1072,1663177920000,2022-09-14 17:52:00,1593.0,1593.04,1593.2,1593.2,1593.0,1593.08,1593.04
1073,1663177980000,2022-09-14 17:53:00,1593.36,1593.18,1593.6,1593.6,1593.18,1593.3799999999999,1593.36
1074,1663178040000,2022-09-14 17:54:00,1594.34,1594.33,1594.7,1594.7,1594.33,1594.4566666666667,1594.34
1075,1663178100000,2022-09-14 17:55:00,1591.22,1591.18,1591.4,1591.4,1591.18,1591.2666666666667,1591.22
1076,1663178160000,2022-09-14 17:56:00,1590.48,1590.34,1590.6,1590.6,1590.34,1590.4733333333334,1590.48
1077,1663178220000,2022-09-14 17:57:00,1591.18,1590.77,1591.6,1591.6,1590.77,1591.1833333333332,1591.18
1078,1663178280000,2022-09-14 17:58:00,1591.22,1591.03,1591.4,1591.4,1591.03,1591.2166666666665,1591.22
1079,1663178340000,2022-09-14 17:59:00,1589.3,1589.06,1589.1,1589.3,1589.06,1589.153333333333,1589.1
1080,1663178400000,2022-09-14 18:00:00,1590.73,1590.79,1590.9,1590.9,1590.73,1590.8066666666666,1590.79
1081,1663178460000,2022-09-14 18:01:00,1592.5,1592.06,1592.2,1592.5,1592.06,1592.2533333333333,1592.2
1082,1663178520000,2022-09-14 18:02:00,1589.51,1589.05,1589.4,1589.51,1589.05,1589.32,1589.4
1083,1663178580000,2022-09-14 18:03:00,1589.0,1588.92,1589.3,1589.3,1588.92,1589.0733333333335,1589.0
1084,1663178640000,2022-09-14 18:04:00,1587.5,1587.68,1587.7,1587.7,1587.5,1587.6266666666668,1587.68
1085,1663178700000,2022-09-14 18:05:00,1591.81,1591.89,1592.0,1592.0,1591.81,1591.8999999999999,1591.89
1086,1663178760000,2022-09-14 18:06:00,1593.18,1592.7,1593.4,1593.4,1592.7,1593.0933333333335,1593.18
1087,1663178820000,2022-09-14 18:07:00,1591.41,1591.38,1591.7,1591.7,1591.38,1591.4966666666667,1591.41
1088,1663178880000,2022-09-14 18:08:00,1588.43,1587.98,1588.6,1588.6,1587.98,1588.3366666666668,1588.43
1089,1663178940000,2022-09-14 18:09:00,1588.54,1588.36,1588.4,1588.54,1588.36,1588.4333333333332,1588.4
1090,1663179000000,2022-09-14 18:10:00,1587.51,1587.54,1587.7,1587.7,1587.51,1587.5833333333333,1587.54
1091,1663179060000,2022-09-14 18:11:00,1582.56,1582.26,1582.9,1582.9,1582.26,1582.573333333333,1582.56
1092,1663179120000,2022-09-14 18:12:00,1581.4,1581.01,1582.2,1582.2,1581.01,1581.5366666666666,1581.4
1093,1663179180000,2022-09-14 18:13:00,1575.2,1574.75,1575.4,1575.4,1574.75,1575.1166666666668,1575.2
1094,1663179240000,2022-09-14 18:14:00,1573.85,1573.15,1574.8,1574.8,1573.15,1573.9333333333334,1573.85
1095,1663179300000,2022-09-14 18:15:00,1571.99,1571.38,1571.9,1571.99,1571.38,1571.756666666667,1571.9
1096,1663179360000,2022-09-14 18:16:00,1561.47,1561.13,1561.2,1561.47,1561.13,1561.2666666666667,1561.2
1097,1663179420000,2022-09-14 18:17:00,1572.06,1571.05,1571.5,1572.06,1571.05,1571.5366666666666,1571.5
1098,1663179480000,2022-09-14 18:18:00,1575.0,1574.65,1574.5,1575.0,1574.5,1574.7166666666665,1574.65
1099,1663179540000,2022-09-14 18:19:00,1574.07,1573.57,1574.0,1574.07,1573.57,1573.8799999999999,1574.0
1100,1663179600000,2022-09-14 18:20:00,1573.38,1572.8,1573.0,1573.38,1572.8,1573.0600000000002,1573.0
1101,1663179660000,2022-09-14 18:21:00,1578.9,1578.32,1578.2,1578.9,1578.2,1578.4733333333334,1578.32
1102,1663179720000,2022-09-14 18:22:00,1575.27,1574.86,1574.9,1575.27,1574.86,1575.0100000000002,1574.9
1103,1663179780000,2022-09-14 18:23:00,1579.06,1578.86,1578.8,1579.06,1578.8,1578.9066666666668,1578.86
1104,1663179840000,2022-09-14 18:24:00,1579.4,1579.32,1579.5,1579.5,1579.32,1579.4066666666668,1579.4
1105,1663179900000,2022-09-14 18:25:00,1576.92,1577.11,1576.8,1577.11,1576.8,1576.9433333333334,1576.92
1106,1663179960000,2022-09-14 18:26:00,1584.22,1583.7,1584.2,1584.22,1583.7,1584.04,1584.2
1107,1663180020000,2022-09-14 18:27:00,1585.49,1585.82,1585.5,1585.82,1585.49,1585.6033333333332,1585.5
1108,1663180080000,2022-09-14 18:28:00,1585.44,1585.77,1585.2,1585.77,1585.2,1585.47,1585.44
1109,1663180140000,2022-09-14 18:29:00,1583.54,1584.11,1584.1,1584.11,1583.54,1583.9166666666667,1584.1
1110,1663180200000,2022-09-14 18:30:00,1586.97,1587.19,1587.1,1587.19,1586.97,1587.0866666666668,1587.1
1111,1663180260000,2022-09-14 18:31:00,1586.51,1586.74,1586.5,1586.74,1586.5,1586.5833333333333,1586.51
1112,1663180320000,2022-09-14 18:32:00,1588.6,1588.55,1588.7,1588.7,1588.55,1588.6166666666666,1588.6
1113,1663180380000,2022-09-14 18:33:00,1590.16,1590.42,1590.1,1590.42,1590.1,1590.2266666666667,1590.16
1114,1663180440000,2022-09-14 18:34:00,1588.89,1589.32,1589.3,1589.32,1588.89,1589.17,1589.3
1115,1663180500000,2022-09-14 18:35:00,1589.86,1589.92,1589.9,1589.92,1589.86,1589.8933333333334,1589.9
1116,1663180560000,2022-09-14 18:36:00,1588.5,1588.67,1588.6,1588.67,1588.5,1588.5900000000001,1588.6
1117,1663180620000,2022-09-14 18:37:00,1586.04,1586.18,1586.2,1586.2,1586.04,1586.14,1586.18
1118,1663180680000,2022-09-14 18:38:00,1585.47,1585.38,1585.5,1585.5,1585.38,1585.45,1585.47
1119,1663180740000,2022-09-14 18:39:00,1585.42,1585.82,1585.8,1585.82,1585.42,1585.68,1585.8
1120,1663180800000,2022-09-14 18:40:00,1584.73,1584.83,1584.9,1584.9,1584.73,1584.82,1584.83
1121,1663180860000,2022-09-14 18:41:00,1582.68,1583.05,1582.7,1583.05,1582.68,1582.8100000000002,1582.7
1122,1663180920000,2022-09-14 18:42:00,1582.52,1582.94,1583.0,1583.0,1582.52,1582.82,1582.94
1123,1663180980000,2022-09-14 18:43:00,1580.46,1580.79,1581.0,1581.0,1580.46,1580.75,1580.79
1124,1663181040000,2022-09-14 18:44:00,1580.89,1581.04,1581.0,1581.04,1580.89,1580.9766666666667,1581.0
1125,1663181100000,2022-09-14 18:45:00,1582.22,1582.43,1582.5,1582.5,1582.22,1582.3833333333332,1582.43
1126,1663181160000,2022-09-14 18:46:00,1583.93,1584.39,1583.8,1584.39,1583.8,1584.04,1583.93
1127,1663181220000,2022-09-14 18:47:00,1582.0,1582.24,1582.2,1582.24,1582.0,1582.1466666666665,1582.2
1128,1663181280000,2022-09-14 18:48:00,1580.26,1580.71,1580.5,1580.71,1580.26,1580.49,1580.5
1129,1663181340000,2022-09-14 18:49:00,1582.83,1582.87,1583.0,1583.0,1582.83,1582.8999999999999,1582.87
1130,1663181400000,2022-09-14 18:50:00,1584.16,1584.42,1584.1,1584.42,1584.1,1584.2266666666667,1584.16
1131,1663181460000,2022-09-14 18:51:00,1584.8,1585.17,1585.2,1585.2,1584.8,1585.0566666666666,1585.17
1132,1663181520000,2022-09-14 18:52:00,1582.57,1582.98,1582.6,1582.98,1582.57,1582.7166666666665,1582.6
1133,1663181580000,2022-09-14 18:53:00,1580.47,1580.78,1580.6,1580.78,1580.47,1580.6166666666668,1580.6
1134,1663181640000,2022-09-14 18:54:00,1579.19,1579.91,1578.7,1579.91,1578.7,1579.2666666666667,1579.19
1135,1663181700000,2022-09-14 18:55:00,1577.64,1577.46,1577.4,1577.64,1577.4,1577.5,1577.46
1136,1663181760000,2022-09-14 18:56:00,1578.89,1578.72,1578.9,1578.9,1578.72,1578.8366666666668,1578.89
1137,1663181820000,2022-09-14 18:57:00,1581.05,1581.11,1581.0,1581.11,1581.0,1581.0533333333333,1581.05
1138,1663181880000,2022-09-14 18:58:00,1580.24,1579.99,1580.4,1580.4,1579.99,1580.21,1580.24
1139,1663181940000,2022-09-14 18:59:00,1579.06,1578.85,1579.1,1579.1,1578.85,1579.0033333333333,1579.06
1140,1663182000000,2022-09-14 19:00:00,1582.92,1582.43,1583.0,1583.0,1582.43,1582.7833333333335,1582.92
1141,1663182060000,2022-09-14 19:01:00,1582.43,1581.96,1582.5,1582.5,1581.96,1582.2966666666669,1582.43
1142,1663182120000,2022-09-14 19:02:00,1580.43,1580.47,1580.8,1580.8,1580.43,1580.5666666666666,1580.47
1143,1663182180000,2022-09-14 19:03:00,1579.75,1579.83,1579.9,1579.9,1579.75,1579.8266666666666,1579.83
1144,1663182240000,2022-09-14 19:04:00,1580.25,1580.56,1580.6,1580.6,1580.25,1580.47,1580.56
1145,1663182300000,2022-09-14 19:05:00,1582.32,1582.62,1582.8,1582.8,1582.32,1582.58,1582.62
1146,1663182360000,2022-09-14 19:06:00,1584.71,1584.6,1584.9,1584.9,1584.6,1584.7366666666667,1584.71
1147,1663182420000,2022-09-14 19:07:00,1584.61,1584.96,1584.9,1584.96,1584.61,1584.823333333333,1584.9
1148,1663182480000,2022-09-14 19:08:00,1582.91,1583.11,1583.0,1583.11,1582.91,1583.006666666667,1583.0
1149,1663182540000,2022-09-14 19:09:00,1585.89,1586.0,1586.0,1586.0,1585.89,1585.9633333333334,1586.0
1150,1663182600000,2022-09-14 19:10:00,1584.9,1585.01,1585.1,1585.1,1584.9,1585.0033333333333,1585.01
1151,1663182660000,2022-09-14 19:11:00,1584.38,1584.32,1584.3,1584.38,1584.3,1584.3333333333333,1584.32
1152,1663182720000,2022-09-14 19:12:00,1582.59,1582.46,1582.2,1582.59,1582.2,1582.4166666666667,1582.46
1153,1663182780000,2022-09-14 19:13:00,1583.72,1583.77,1583.9,1583.9,1583.72,1583.7966666666664,1583.77
1154,1663182840000,2022-09-14 19:14:00,1581.37,1581.28,1581.4,1581.4,1581.28,1581.3499999999997,1581.37
1155,1663182900000,2022-09-14 19:15:00,1579.42,1579.14,1579.6,1579.6,1579.14,1579.3866666666665,1579.42
1156,1663182960000,2022-09-14 19:16:00,1576.22,1576.29,1576.5,1576.5,1576.22,1576.3366666666668,1576.29
1157,1663183020000,2022-09-14 19:17:00,1574.9,1575.08,1575.2,1575.2,1574.9,1575.0600000000002,1575.08
1158,1663183080000,2022-09-14 19:18:00,1577.74,1577.55,1577.8,1577.8,1577.55,1577.6966666666667,1577.74
1159,1663183140000,2022-09-14 19:19:00,1577.62,1577.59,1577.7,1577.7,1577.59,1577.6366666666665,1577.62
1160,1663183200000,2022-09-14 19:20:00,1579.03,1578.64,1579.2,1579.2,1578.64,1578.9566666666667,1579.03
1161,1663183260000,2022-09-14 19:21:00,1581.26,1581.16,1581.3,1581.3,1581.16,1581.24,1581.26
1162,1663183320000,2022-09-14 19:22:00,1581.83,1581.72,1582.1,1582.1,1581.72,1581.8833333333332,1581.83
1163,1663183380000,2022-09-14 19:23:00,1583.52,1582.97,1583.7,1583.7,1582.97,1583.3966666666665,1583.52
1164,1663183440000,2022-09-14 19:24:00,1581.61,1581.46,1581.6,1581.61,1581.46,1581.5566666666666,1581.6
1165,1663183500000,2022-09-14 19:25:00,1581.66,1581.18,1581.7,1581.7,1581.18,1581.5133333333333,1581.66
1166,1663183560000,2022-09-14 19:26:00,1580.86,1580.86,1581.0,1581.0,1580.86,1580.9066666666665,1580.86
1167,1663183620000,2022-09-14 19:27:00,1579.56,1579.23,1579.4,1579.56,1579.23,1579.3966666666668,1579.4
1168,1663183680000,2022-09-14 19:28:00,1583.22,1583.0,1583.1,1583.22,1583.0,1583.1066666666666,1583.1
1169,1663183740000,2022-09-14 19:29:00,1586.96,1586.69,1587.1,1587.1,1586.69,1586.9166666666667,1586.96
1170,1663183800000,2022-09-14 19:30:00,1583.21,1582.82,1583.2,1583.21,1582.82,1583.0766666666666,1583.2
1171,1663183860000,2022-09-14 19:31:00,1582.06,1581.83,1582.1,1582.1,1581.83,1581.9966666666667,1582.06
1172,1663183920000,2022-09-14 19:32:00,1583.5,1583.36,1583.6,1583.6,1583.36,1583.4866666666665,1583.5
1173,1663183980000,2022-09-14 19:33:00,1585.48,1585.28,1585.5,1585.5,1585.28,1585.42,1585.48
1174,1663184040000,2022-09-14 19:34:00,1587.1,1586.79,1587.1,1587.1,1586.79,1586.9966666666667,1587.1
1175,1663184100000,2022-09-14 19:35:00,1587.59,1587.24,1587.7,1587.7,1587.24,1587.51,1587.59
1176,1663184160000,2022-09-14 19:36:00,1586.45,1586.28,1586.5,1586.5,1586.28,1586.4099999999999,1586.45
1177,1663184220000,2022-09-14 19:37:00,1585.86,1585.85,1585.9,1585.9,1585.85,1585.8700000000001,1585.86
1178,1663184280000,2022-09-14 19:38:00,1585.87,1585.58,1585.7,1585.87,1585.58,1585.7166666666665,1585.7
1179,1663184340000,2022-09-14 19:39:00,1587.41,1586.72,1587.1,1587.41,1586.72,1587.0766666666666,1587.1
1180,1663184400000,2022-09-14 19:40:00,1589.08,1588.63,1588.9,1589.08,1588.63,1588.8700000000001,1588.9
1181,1663184460000,2022-09-14 19:41:00,1590.31,1589.96,1590.0,1590.31,1589.96,1590.0900000000001,1590.0
1182,1663184520000,2022-09-14 19:42:00,1591.25,1591.01,1591.3,1591.3,1591.01,1591.1866666666667,1591.25
1183,1663184580000,2022-09-14 19:43:00,1592.63,1592.64,1592.4,1592.64,1592.4,1592.5566666666666,1592.63
1184,1663184640000,2022-09-14 19:44:00,1592.29,1591.82,1592.0,1592.29,1591.82,1592.0366666666666,1592.0
1185,1663184700000,2022-09-14 19:45:00,1593.74,1593.27,1593.4,1593.74,1593.27,1593.47,1593.4
1186,1663184760000,2022-09-14 19:46:00,1594.24,1593.82,1593.9,1594.24,1593.82,1593.9866666666667,1593.9
1187,1663184820000,2022-09-14 19:47:00,1592.38,1591.8,1592.2,1592.38,1591.8,1592.1266666666668,1592.2
1188,1663184880000,2022-09-14 19:48:00,1593.5,1593.07,1593.3,1593.5,1593.07,1593.29,1593.3
1189,1663184940000,2022-09-14 19:49:00,1594.74,1594.13,1595.7,1595.7,1594.13,1594.8566666666666,1594.74
1190,1663185000000,2022-09-14 19:50:00,1594.98,1594.36,1595.5,1595.5,1594.36,1594.9466666666667,1594.98
1191,1663185060000,2022-09-14 19:51:00,1596.24,1595.72,1596.0,1596.24,1595.72,1595.9866666666667,1596.0
1192,1663185120000,2022-09-14 19:52:00,1595.99,1595.46,1595.7,1595.99,1595.46,1595.7166666666665,1595.7
1193,1663185180000,2022-09-14 19:53:00,1598.3,1597.9,1598.0,1598.3,1597.9,1598.0666666666666,1598.0
1194,1663185240000,2022-09-14 19:54:00,1598.41,1597.86,1598.2,1598.41,1597.86,1598.1566666666668,1598.2
1195,1663185300000,2022-09-14 19:55:00,1596.5,1596.23,1596.6,1596.6,1596.23,1596.4433333333334,1596.5
1196,1663185360000,2022-09-14 19:56:00,1598.05,1597.99,1598.0,1598.05,1597.99,1598.0133333333333,1598.0
1197,1663185420000,2022-09-14 19:57:00,1599.09,1598.91,1598.8,1599.09,1598.8,1598.9333333333334,1598.91
1198,1663185480000,2022-09-14 19:58:00,1599.67,1599.32,1599.6,1599.67,1599.32,1599.53,1599.6
1199,1663185540000,2022-09-14 19:59:00,1599.81,1599.58,1599.6,1599.81,1599.58,1599.6633333333332,1599.6
1200,1663185600000,2022-09-14 20:00:00,1599.96,1599.93,1600.3,1600.3,1599.93,1600.0633333333335,1599.96
1201,1663185660000,2022-09-14 20:01:00,1598.79,1598.5,1599.2,1599.2,1598.5,1598.83,1598.79
1202,1663185720000,2022-09-14 20:02:00,1600.4,1600.4,1600.8,1600.8,1600.4,1600.5333333333335,1600.4
1203,1663185780000,2022-09-14 20:03:00,1599.31,1599.12,1599.7,1599.7,1599.12,1599.3766666666668,1599.31
1204,1663185840000,2022-09-14 20:04:00,1599.33,1599.46,1599.4,1599.46,1599.33,1599.3966666666668,1599.4
1205,1663185900000,2022-09-14 20:05:00,1598.01,1597.83,1598.5,1598.5,1597.83,1598.1133333333335,1598.01
1206,1663185960000,2022-09-14 20:06:00,1595.59,1595.61,1596.2,1596.2,1595.59,1595.8,1595.61
1207,1663186020000,2022-09-14 20:07:00,1595.99,1595.85,1596.5,1596.5,1595.85,1596.1133333333335,1595.99
1208,1663186080000,2022-09-14 20:08:00,1595.92,1595.82,1596.5,1596.5,1595.82,1596.08,1595.92
1209,1663186140000,2022-09-14 20:09:00,1595.15,1595.0,1595.4,1595.4,1595.0,1595.1833333333334,1595.15
1210,1663186200000,2022-09-14 20:10:00,1595.12,1594.87,1595.5,1595.5,1594.87,1595.1633333333332,1595.12
1211,1663186260000,2022-09-14 20:11:00,1596.52,1596.46,1596.9,1596.9,1596.46,1596.6266666666668,1596.52
1212,1663186320000,2022-09-14 20:12:00,1596.71,1596.5,1597.0,1597.0,1596.5,1596.7366666666667,1596.71
1213,1663186380000,2022-09-14 20:13:00,1598.49,1598.17,1598.6,1598.6,1598.17,1598.42,1598.49
1214,1663186440000,2022-09-14 20:14:00,1597.28,1597.19,1597.4,1597.4,1597.19,1597.2900000000002,1597.28
1215,1663186500000,2022-09-14 20:15:00,1597.25,1597.25,1597.4,1597.4,1597.25,1597.3,1597.25
1216,1663186560000,2022-09-14 20:16:00,1597.45,1597.27,1597.4,1597.45,1597.27,1597.3733333333337,1597.4
1217,1663186620000,2022-09-14 20:17:00,1597.23,1596.95,1597.6,1597.6,1596.95,1597.2600000000002,1597.23
1218,1663186680000,2022-09-14 20:18:00,1594.27,1594.31,1594.7,1594.7,1594.27,1594.4266666666665,1594.31
1219,1663186740000,2022-09-14 20:19:00,1596.12,1595.99,1596.3,1596.3,1595.99,1596.1366666666665,1596.12
1220,1663186800000,2022-09-14 20:20:00,1595.43,1595.21,1595.5,1595.5,1595.21,1595.38,1595.43
1221,1663186860000,2022-09-14 20:21:00,1594.78,1594.4,1595.0,1595.0,1594.4,1594.7266666666667,1594.78
1222,1663186920000,2022-09-14 20:22:00,1594.01,1593.8,1594.0,1594.01,1593.8,1593.9366666666665,1594.0
1223,1663186980000,2022-09-14 20:23:00,1593.42,1592.93,1593.2,1593.42,1592.93,1593.1833333333334,1593.2
1224,1663187040000,2022-09-14 20:24:00,1592.92,1592.65,1592.7,1592.92,1592.65,1592.756666666667,1592.7
1225,1663187100000,2022-09-14 20:25:00,1594.28,1593.88,1594.1,1594.28,1593.88,1594.0866666666668,1594.1
1226,1663187160000,2022-09-14 20:26:00,1598.13,1597.56,1598.0,1598.13,1597.56,1597.8966666666668,1598.0
1227,1663187220000,2022-09-14 20:27:00,1600.99,1600.69,1600.6,1600.99,1600.6,1600.7600000000002,1600.69
1228,1663187280000,2022-09-14 20:28:00,1598.29,1597.99,1598.1,1598.29,1597.99,1598.1266666666663,1598.1
1229,1663187340000,2022-09-14 20:29:00,1597.66,1597.28,1597.4,1597.66,1597.28,1597.4466666666667,1597.4
1230,1663187400000,2022-09-14 20:30:00,1596.5,1596.4,1596.6,1596.6,1596.4,1596.5,1596.5
1231,1663187460000,2022-09-14 20:31:00,1598.56,1598.73,1598.7,1598.73,1598.56,1598.6633333333332,1598.7
1232,1663187520000,2022-09-14 20:32:00,1599.55,1599.62,1599.5,1599.62,1599.5,1599.5566666666666,1599.55
1233,1663187580000,2022-09-14 20:33:00,1600.0,1600.16,1600.1,1600.16,1600.0,1600.0866666666668,1600.1
1234,1663187640000,2022-09-14 20:34:00,1601.26,1601.46,1601.1,1601.46,1601.1,1601.2733333333333,1601.26
1235,1663187700000,2022-09-14 20:35:00,1601.52,1601.87,1601.6,1601.87,1601.52,1601.6633333333332,1601.6
1236,1663187760000,2022-09-14 20:36:00,1600.21,1600.42,1600.3,1600.42,1600.21,1600.3100000000002,1600.3
1237,1663187820000,2022-09-14 20:37:00,1599.51,1599.78,1599.4,1599.78,1599.4,1599.5633333333335,1599.51
1238,1663187880000,2022-09-14 20:38:00,1599.99,1600.31,1600.0,1600.31,1599.99,1600.1000000000001,1600.0
1239,1663187940000,2022-09-14 20:39:00,1600.38,1600.42,1600.4,1600.42,1600.38,1600.4000000000003,1600.4
1240,1663188000000,2022-09-14 20:40:00,1599.22,1599.58,1599.3,1599.58,1599.22,1599.3666666666668,1599.3
1241,1663188060000,2022-09-14 20:41:00,1599.46,1599.85,1599.5,1599.85,1599.46,1599.6033333333332,1599.5
1242,1663188120000,2022-09-14 20:42:00,1598.8,1599.01,1598.8,1599.01,1598.8,1598.87,1598.8
1243,1663188180000,2022-09-14 20:43:00,1599.33,1599.67,1599.5,1599.67,1599.33,1599.5,1599.5
1244,1663188240000,2022-09-14 20:44:00,1599.37,1599.62,1599.2,1599.62,1599.2,1599.3966666666665,1599.37
1245,1663188300000,2022-09-14 20:45:00,1599.9,1599.95,1599.6,1599.95,1599.6,1599.8166666666668,1599.9
1246,1663188360000,2022-09-14 20:46:00,1598.69,1598.91,1598.4,1598.91,1598.4,1598.6666666666667,1598.69
1247,1663188420000,2022-09-14 20:47:00,1598.21,1598.21,1598.2,1598.21,1598.2,1598.2066666666667,1598.21
1248,1663188480000,2022-09-14 20:48:00,1598.1,1598.13,1597.9,1598.13,1597.9,1598.0433333333333,1598.1
1249,1663188540000,2022-09-14 20:49:00,1597.91,1597.99,1598.0,1598.0,1597.91,1597.9666666666665,1597.99
1250,1663188600000,2022-09-14 20:50:00,1599.35,1599.28,1598.9,1599.35,1598.9,1599.176666666667,1599.28
1251,1663188660000,2022-09-14 20:51:00,1599.5,1599.85,1599.4,1599.85,1599.4,1599.5833333333333,1599.5
1252,1663188720000,2022-09-14 20:52:00,1600.02,1600.22,1599.9,1600.22,1599.9,1600.0466666666664,1600.02
1253,1663188780000,2022-09-14 20:53:00,1599.14,1599.47,1599.2,1599.47,1599.14,1599.2700000000002,1599.2
1254,1663188840000,2022-09-14 20:54:00,1599.22,1599.38,1599.4,1599.4,1599.22,1599.3333333333333,1599.38
1255,1663188900000,2022-09-14 20:55:00,1599.31,1599.19,1599.4,1599.4,1599.19,1599.3,1599.31
1256,1663188960000,2022-09-14 20:56:00,1599.64,1599.6,1599.5,1599.64,1599.5,1599.58,1599.6
1257,1663189020000,2022-09-14 20:57:00,1600.68,1601.17,1600.9,1601.17,1600.68,1600.9166666666667,1600.9
